444,0.0270364
444,5.43317
444,0.446113
444,0.781934
444,1.39641
544,4.85208
544,1.29863
544,0.273766
544,0.745988
544,0.231792
544,1.60546
544,0.333396
544,4.5124
544,2.44379
644,5.72669
644,5.39097
644,0.185489
644,0.305383
644,3.47268
644,0.54009
744,3.11904
744,3.30704
744,3.94796
744,0.265804
744,1.31343
744,0.64728
744,2.06282
744,1.01288
844,0.29086
844,3.12989
844,1.82071
844,0.273949
844,3.69175
844,5.44439
844,2.3744
844,3.14287
844,1.7569
844,0.00053728
844,0.0142762
844,0.314692
844,2.79048
844,2.00669
844,1.7572
844,0.371727
844,0.458045
844,0.60735
844,0.157331
844,0.2079
844,0.00053728
844,0.00685606
844,0.477285
744,1.1659
744,0.83702
744,0.63091
744,0.694005
744,0.0861824
844,0.253149
844,0.239043
844,0.221053
844,0.322431
844,0.318233
844,0.123627
744,0.27657
744,0.221181
744,0.387796
744,0.334375
744,0.326723
744,0.192076
644,0.469052
644,0.581806
644,0.334054
844,6.92638
844,0.795597
844,4.94529
844,0.0391636
844,0.0345526
844,0.00053728
844,0.026791
544,0.00527846
544,0.405865
544,0.225153
544,0.522106
544,0.0612894
544,0.397069
544,0.345021
544,0.0154113
544,0.353889
544,0.159787
544,0.354376
544,0.383728
544,0.032506
544,0.337139
544,0.349393
544,0.164465
844,6.82766
844,0.322291
844,0.416529
844,3.08949
844,3.44447
844,1.5371
844,1.20507
844,0.479052
844,0.617124
844,0.423897
844,0.487082
844,0.48682
844,0.102679
844,0.299322
844,0.0640124
844,0.314795
844,0.235833
558,0.000980027
557,0.02058
557,0.0183884
558,0.000179428
658,0.00763109
756,0.00315055
756,0.0136926
856,0.00157249
855,0.00991106
846,0.0973774
845,0.250328
845,1.40065
845,0.419573
644,0.771575
644,0.741443
644,0.574168
644,0.399494
644,0.561821
444,0.28777
444,0.152013
444,0.289855
444,2.45645
444,0.401803
444,1.45151
544,1.92032
544,1.91757
544,5.02778
544,1.23133
544,2.54461
544,2.93545
544,0.475845
644,0.270381
644,0.055977
644,4.29907
644,7.45783
644,3.79363
644,0.000887825
744,4.29821
744,1.89584
744,1.71582
745,1.28399
745,0.274783
745,2.37226
745,1.70849
745,0.710173
755,0.924914
755,0.974009
755,1.02315
755,0.531388
755,0.552325
755,0.00981031
755,0.339264
755,0.474359
755,0.336285
755,0.00053728
755,0.128947
745,0.0518399
755,0.329675
838,0.107722
737,0.0274259
746,0.0868166
755,0.00053728
755,0.00644471
755,0.00053728
755,0.0046221
745,0.36191
745,0.299474
745,0.319991
745,0.224945
745,0.183123
844,0.00053728
844,0.0476128
745,0.0032108
745,0.00012973
744,0.850254
744,0.432869
744,0.562445
744,0.314077
744,0.19705
644,0.00053728
644,0.00387594
663,0.00053728
663,0.0253975
663,0.00278514
653,0.00157071
654,0.00203492
664,0.00391027
653,0.00594357
564,0.00380099
664,0.00947481
564,0.00781711
564,0.0140944
554,0.0038398
643,0.00351598
633,0.03589
644,0.0915361
644,0.366203
644,0.511068
644,0.529117
644,0.385338
644,0.395982
644,0.12581
644,0.269512
644,0.155514
544,0.244609
544,0.41998
544,0.170145
856,0.00777563
856,0.00146314
856,0.00543798
856,0.0174148
856,0.00301878
845,0.0366096
855,0.125534
845,0.275453
845,0.128129
844,0.105499
544,0.00053728
544,0.0172058
544,0.383863
544,0.0407393
620,0.00053728
620,0.0586972
620,0.00270174
510,0.0175648
620,0.000883305
620,0.00253583
631,0.0280426
632,0.00869807
632,0.0325223
632,0.0206822
632,0.113283
644,0.205345
644,0.552023
644,0.220488
544,0.315131
544,0.325378
544,0.108497
444,0.00053728
444,0.0300096
444,0.00124535
444,0.00309074
414,0.00053728
414,0.0527647
514,0.00912936
623,0.00270683
523,0.000604751
523,0.0211929
523,0.0180394
534,0.00356739
544,0.0189313
444,0.335209
444,0.130474
444,2.03918
444,2.18238
444,0.792855
544,1.98334
544,2.29942
544,0.187791
544,6.34067
544,2.21845
544,1.09621
544,1.1628
644,9.49049
644,5.66001
744,7.0816
744,0.219431
744,8.55097
844,0.537441
844,3.79727
844,2.78591
844,0.761332
844,2.09083
844,2.36842
844,1.40226
844,0.3798
844,0.199822
844,0.909884
844,0.384642
844,0.373503
844,0.311642
844,0.0905742
844,0.84329
844,0.565954
844,0.147336
844,0.217256
844,0.327329
844,0.00053728
844,0.01265
844,0.300217
844,0.0963057
844,0.120871
844,0.341655
844,0.299561
844,0.188123
844,0.331482
844,0.311247
844,0.053323
844,0.311987
844,0.315499
844,0.16233
844,2.89237
844,0.821776
844,1.88395
844,0.576529
844,1.37442
844,1.14151
844,0.890522
844,0.31524
844,0.835636
844,0.538675
844,0.334494
844,0.321197
835,0.0147511
835,0.306272
844,0.321985
844,0.106922
844,0.00053728
844,0.017722
844,0.359777
844,0.0261192
844,0.00053728
844,0.00422261
844,0.474148
844,0.0579401
844,0.265442
844,0.756932
844,0.118751
844,1.21846
844,0.915199
844,0.783749
844,0.511165
844,0.412031
844,0.313757
844,0.369302
844,0.111829
844,0.653038
844,0.549819
844,0.43156
844,0.358947
844,0.628768
844,0.171178
844,0.360571
744,0.0650041
544,0.00053728
544,0.018177
544,0.00053728
544,0.0058046
544,0.360239
544,0.366691
544,0.205654
444,0.370628
444,0.149866
844,0.0164288
444,0.0270364
444,5.43317
444,0.446113
444,0.781934
444,1.39641
544,4.85208
544,1.29863
544,0.273766
544,0.745988
544,0.231792
544,1.60546
544,0.333396
